Week,Category,Price,Spec
11,0,9.537647059,Brill
12,0,10.694,Brill
13,0,8.97826087,Brill
14,0,9.110434783,Brill
15,0,8.999032258,Brill
16,0,8.407,Brill
17,0,9.277777778,Brill
18,0,7.589166667,Brill
19,0,8.908148148,Brill
20,0,9.648571429,Brill
21,0,10.65388889,Brill
22,0,12.31263158,Brill
23,0,10.29357143,Brill
24,0,9.357272727,Brill
25,0,10.65933333,Brill
26,0,11.04473684,Brill
27,0,9.002,Brill
28,0,8.22,Brill
29,0,10.71,Brill
30,0,5.958,Brill
31,0,9.783,Brill
32,0,7.624285714,Brill
33,0,7.966470588,Brill
34,0,8.315,Brill
35,0,7.433333333,Brill
36,0,10.12666667,Brill
37,0,7.562105263,Brill
38,0,7.930555556,Brill
39,0,6.059411765,Brill
40,0,7.328947368,Brill
41,0,5.46125,Brill
42,0,7.28173913,Brill
43,0,7.761904762,Brill
44,0,9.450769231,Brill
45,0,7.3036,Brill
46,0,7.178888889,Brill
47,0,7.7675,Brill
48,0,7.0975,Brill
49,0,8.64375,Brill
50,0,8.793333333,Brill
51,0,5.586666667,Brill
52,0,10.94,Brill
0,1,14.3103125,Brill
1,1,9.620842105,Brill
2,1,9.156338028,Brill
3,1,9.563376623,Brill
4,1,9.239545455,Brill
5,1,10.08285714,Brill
6,1,10.90439394,Brill
7,1,10.29215054,Brill
8,1,9.96597561,Brill
9,1,9.613761468,Brill
10,1,9.947179487,Brill
11,1,9.841610169,Brill
12,1,9.60989011,Brill
13,1,10.25949275,Brill
14,1,9.975940594,Brill
15,1,9.965612245,Brill
16,1,10.04110294,Brill
17,1,10.39198113,Brill
18,1,10.78743119,Brill
19,1,11.33126214,Brill
20,1,11.71348315,Brill
21,1,12.06604938,Brill
22,1,12.54741935,Brill
23,1,12.44808824,Brill
24,1,12.17188235,Brill
25,1,11.54481928,Brill
26,1,11.123375,Brill
27,1,10.37721519,Brill
28,1,10.66830986,Brill
29,1,11.40698413,Brill
30,1,12.04111111,Brill
31,1,10.65704225,Brill
32,1,9.650985915,Brill
33,1,8.988736842,Brill
34,1,9.225652174,Brill
35,1,9.426082474,Brill
36,1,9.858490566,Brill
37,1,9.679396552,Brill
38,1,9.086138614,Brill
39,1,8.949069767,Brill
40,1,8.9816,Brill
41,1,8.718543689,Brill
42,1,8.4387,Brill
43,1,8.397032967,Brill
44,1,8.455434783,Brill
45,1,8.559579832,Brill
46,1,8.143068182,Brill
47,1,8.434086022,Brill
48,1,8.631111111,Brill
49,1,10.466,Brill
50,1,12.60696203,Brill
51,1,13.03906977,Brill
52,1,12.96043478,Brill
0,2,7.866,Brill
1,2,6.3571875,Brill
2,2,5.975333333,Brill
3,2,6.398548387,Brill
4,2,6.909038462,Brill
5,2,7.042586207,Brill
6,2,9.229347826,Brill
7,2,8.4196875,Brill
8,2,8.01234375,Brill
9,2,7.99962963,Brill
10,2,8.656621622,Brill
11,2,8.685180723,Brill
12,2,8.410795455,Brill
13,2,9.063026316,Brill
14,2,8.815473684,Brill
15,2,8.737888889,Brill
16,2,8.525869565,Brill
17,2,8.297901235,Brill
18,2,8.669156627,Brill
19,2,9.798928571,Brill
20,2,9.951126761,Brill
21,2,10.34231579,Brill
22,2,11.05376623,Brill
23,2,10.84391304,Brill
24,2,10.75954023,Brill
25,2,9.985131579,Brill
26,2,9.635,Brill
27,2,9.790746269,Brill
28,2,9.910746269,Brill
29,2,10.91837838,Brill
30,2,11.280625,Brill
31,2,8.586111111,Brill
32,2,7.2445,Brill
33,2,6.439333333,Brill
34,2,6.728390805,Brill
35,2,7.098550725,Brill
36,2,6.84617284,Brill
37,2,7.036329114,Brill
38,2,6.714109589,Brill
39,2,6.225888889,Brill
40,2,6.045555556,Brill
41,2,6.109021739,Brill
42,2,5.717808219,Brill
43,2,5.987746479,Brill
44,2,5.511486486,Brill
45,2,5.516,Brill
46,2,5.561866667,Brill
47,2,5.433571429,Brill
48,2,5.4056,Brill
49,2,6.2075,Brill
50,2,7.541904762,Brill
51,2,6.839310345,Brill
52,2,7.274615385,Brill
0,3,4.530869565,Brill
1,3,3.340204082,Brill
2,3,3.7168,Brill
3,3,3.861052632,Brill
4,3,4.648979592,Brill
5,3,4.598863636,Brill
6,3,4.99475,Brill
7,3,4.944358974,Brill
8,3,5.353191489,Brill
9,3,4.70195122,Brill
10,3,5.440363636,Brill
11,3,4.959411765,Brill
12,3,5.084888889,Brill
13,3,5.127017544,Brill
14,3,4.797755102,Brill
15,3,4.942708333,Brill
16,3,4.740422535,Brill
17,3,4.124603175,Brill
18,3,4.245733333,Brill
19,3,4.182545455,Brill
20,3,4.124259259,Brill
21,3,4.278474576,Brill
22,3,4.101290323,Brill
23,3,4.2212,Brill
24,3,3.98971831,Brill
25,3,4.049,Brill
26,3,3.535681818,Brill
27,3,3.909402985,Brill
28,3,3.4075,Brill
29,3,3.426363636,Brill
30,3,3.268518519,Brill
31,3,3.118627451,Brill
32,3,3.001458333,Brill
33,3,2.800684932,Brill
34,3,3.057419355,Brill
35,3,3.102413793,Brill
36,3,3.239014085,Brill
37,3,3.030666667,Brill
38,3,3.09,Brill
39,3,2.659818182,Brill
40,3,2.962835821,Brill
41,3,3.010344828,Brill
42,3,3.092641509,Brill
43,3,3.049310345,Brill
44,3,3.351333333,Brill
45,3,3.478055556,Brill
46,3,3.7726,Brill
47,3,3.805,Brill
48,3,3.769423077,Brill
49,3,4.470625,Brill
50,3,4.138333333,Brill
51,3,4.668666667,Brill
52,3,5.027777778,Brill
0,0,2.645,Cod
1,0,3.08,Cod
2,0,2.704444444,Cod
3,0,2.301428571,Cod
4,0,2.886428571,Cod
5,0,2.69,Cod
6,0,1.539166667,Cod
7,0,1.586666667,Cod
8,0,1.86,Cod
9,0,0.87,Cod
10,0,1.1,Cod
11,0,1.425,Cod
12,0,0.738333333,Cod
13,0,0.915,Cod
14,0,2.247857143,Cod
15,0,2.15,Cod
16,0,1.11,Cod
17,0,0.975,Cod
18,0,1.36,Cod
19,0,1.93,Cod
20,0,0.01,Cod
21,0,1.872666667,Cod
22,0,0.775,Cod
23,0,1.81,Cod
24,0,1.61,Cod
25,0,1.15,Cod
26,0,2.295,Cod
27,0,2.01,Cod
28,0,0.85,Cod
29,0,1.23,Cod
30,0,0.7,Cod
31,0,1.72,Cod
32,0,2.3425,Cod
33,0,0.69,Cod
34,0,0.666666667,Cod
35,0,1.08,Cod
36,0,1.9362,Cod
37,0,2.028333333,Cod
38,0,1.74,Cod
39,0,1.22,Cod
40,0,1.03,Cod
41,0,0.37,Cod
42,0,1.36,Cod
43,0,1.306,Cod
44,0,1.14,Cod
45,0,3.31,Cod
46,0,2.565,Cod
47,0,1.515,Cod
48,0,2.274,Cod
49,0,3.571818182,Cod
50,0,2.019090909,Cod
51,0,3.25,Cod
52,0,3.503333333,Cod
0,1,5.362777778,Cod
1,1,3.649038462,Cod
2,1,3.096935484,Cod
3,1,3.0263,Cod
4,1,2.916451613,Cod
5,1,2.821836735,Cod
6,1,2.767682927,Cod
7,1,2.858205128,Cod
8,1,2.958518519,Cod
9,1,3.102631579,Cod
10,1,3.078888889,Cod
11,1,3.37962963,Cod
12,1,3.513773585,Cod
13,1,3.63969697,Cod
14,1,3.740526316,Cod
15,1,3.961428571,Cod
16,1,3.927777778,Cod
17,1,3.696578947,Cod
18,1,3.580967742,Cod
19,1,3.205666667,Cod
20,1,3.517727273,Cod
21,1,3.63125,Cod
22,1,4.317368421,Cod
23,1,3.7465625,Cod
24,1,3.883125,Cod
25,1,3.593043478,Cod
26,1,3.632,Cod
27,1,3.976875,Cod
28,1,4.3405,Cod
29,1,4.274705882,Cod
30,1,4.705,Cod
31,1,4.744166667,Cod
32,1,4.2775,Cod
33,1,4.720588235,Cod
34,1,4.635384615,Cod
35,1,4.360526316,Cod
36,1,4.257894737,Cod
37,1,4.295714286,Cod
38,1,4.1172,Cod
39,1,4.373571429,Cod
40,1,4.733888889,Cod
41,1,4.581071429,Cod
42,1,4.138,Cod
43,1,4.906363636,Cod
44,1,3.973333333,Cod
45,1,3.915641026,Cod
46,1,3.471428571,Cod
47,1,3.694313725,Cod
48,1,3.415106383,Cod
49,1,3.583148148,Cod
50,1,3.696333333,Cod
51,1,3.759285714,Cod
52,1,5.123333333,Cod
0,2,5.575277778,Cod
1,2,3.786165414,Cod
2,2,3.3244,Cod
3,2,3.349387755,Cod
4,2,3.163942308,Cod
5,2,3.103888889,Cod
6,2,3.031636364,Cod
7,2,3.042792793,Cod
8,2,3.350114943,Cod
9,2,3.298653846,Cod
10,2,3.365274725,Cod
11,2,3.595238095,Cod
12,2,3.914027778,Cod
13,2,3.807446809,Cod
14,2,4.055324675,Cod
15,2,4.107460317,Cod
16,2,3.963636364,Cod
17,2,3.633076923,Cod
18,2,3.820625,Cod
19,2,3.403773585,Cod
20,2,3.665227273,Cod
21,2,3.704545455,Cod
22,2,4.0276,Cod
23,2,3.82775,Cod
24,2,3.60509434,Cod
25,2,4.124615385,Cod
26,2,3.834693878,Cod
27,2,4.533023256,Cod
28,2,4.619111111,Cod
29,2,4.051395349,Cod
30,2,4.588,Cod
31,2,4.832857143,Cod
32,2,4.370512821,Cod
33,2,4.312307692,Cod
34,2,4.3,Cod
35,2,4.676111111,Cod
36,2,4.428571429,Cod
37,2,4.396097561,Cod
38,2,4.268510638,Cod
39,2,4.225,Cod
40,2,4.528387097,Cod
41,2,4.627818182,Cod
42,2,4.457538462,Cod
43,2,4.405294118,Cod
44,2,4.215972222,Cod
45,2,4.032,Cod
46,2,3.755777778,Cod
47,2,3.832564103,Cod
48,2,3.760093458,Cod
49,2,3.540163934,Cod
50,2,3.786697248,Cod
51,2,3.940816327,Cod
52,2,5.166774194,Cod
0,3,4.905,Cod
1,3,3.329389313,Cod
2,3,3.152970297,Cod
3,3,3.0317,Cod
4,3,2.891946903,Cod
5,3,2.994859813,Cod
6,3,2.872386364,Cod
7,3,3.038773585,Cod
8,3,3.23297619,Cod
9,3,3.442,Cod
10,3,3.304700855,Cod
11,3,3.403953488,Cod
12,3,3.709690722,Cod
13,3,3.777938144,Cod
14,3,3.966930693,Cod
15,3,4.102857143,Cod
16,3,3.726304348,Cod
17,3,3.376708861,Cod
18,3,3.289494949,Cod
19,3,3.245176471,Cod
20,3,3.483150685,Cod
21,3,3.406853933,Cod
22,3,3.57952381,Cod
23,3,3.485978261,Cod
24,3,3.46739726,Cod
25,3,3.673382353,Cod
26,3,3.480111111,Cod
27,3,3.927638889,Cod
28,3,4.048846154,Cod
29,3,3.693802817,Cod
30,3,3.970862069,Cod
31,3,3.847580645,Cod
32,3,3.785925926,Cod
33,3,3.718030303,Cod
34,3,3.907582418,Cod
35,3,3.845205479,Cod
36,3,3.638842105,Cod
37,3,3.770645161,Cod
38,3,3.606823529,Cod
39,3,3.769680851,Cod
40,3,4.195108696,Cod
41,3,3.837948718,Cod
42,3,3.642173913,Cod
43,3,4.026330275,Cod
44,3,3.70288,Cod
45,3,3.366043165,Cod
46,3,3.244188034,Cod
47,3,3.350746269,Cod
48,3,3.0603125,Cod
49,3,3.053026316,Cod
50,3,3.1476,Cod
51,3,3.358987342,Cod
52,3,4.52375,Cod
0,4,3.971428571,Cod
1,4,2.933333333,Cod
2,4,2.812467532,Cod
3,4,2.733369565,Cod
4,4,2.5731,Cod
5,4,2.665098039,Cod
6,4,2.774375,Cod
7,4,2.735802469,Cod
8,4,2.765783133,Cod
9,4,2.909,Cod
10,4,2.918738739,Cod
11,4,2.806864407,Cod
12,4,3.159259259,Cod
13,4,3.355272727,Cod
14,4,3.468712871,Cod
15,4,3.458737864,Cod
16,4,3.216576577,Cod
17,4,2.789081633,Cod
18,4,2.977234043,Cod
19,4,2.763596491,Cod
20,4,2.932048193,Cod
21,4,3.020666667,Cod
22,4,2.844216867,Cod
23,4,3.035483871,Cod
24,4,2.954044944,Cod
25,4,3.127183099,Cod
26,4,3.140375,Cod
27,4,3.360133333,Cod
28,4,3.424246575,Cod
29,4,3.085230769,Cod
30,4,3.185846154,Cod
31,4,3.405,Cod
32,4,3.155465116,Cod
33,4,3.114086022,Cod
34,4,3.333972603,Cod
35,4,3.145789474,Cod
36,4,3.20968254,Cod
37,4,3.196984127,Cod
38,4,2.967692308,Cod
39,4,2.965909091,Cod
40,4,3.210891089,Cod
41,4,2.951386139,Cod
42,4,3.1075,Cod
43,4,3.210744681,Cod
44,4,2.931652174,Cod
45,4,2.802164179,Cod
46,4,2.680787402,Cod
47,4,2.605833333,Cod
48,4,2.552380952,Cod
49,4,2.58515625,Cod
50,4,2.679339623,Cod
51,4,2.997659574,Cod
52,4,3.618292683,Cod
0,5,2.919761905,Cod
1,5,2.187652174,Cod
2,5,2.368888889,Cod
3,5,2.127578947,Cod
4,5,2.220333333,Cod
5,5,2.141304348,Cod
6,5,2.03,Cod
7,5,2.114574468,Cod
8,5,2.266716418,Cod
9,5,2.422873563,Cod
10,5,2.245833333,Cod
11,5,2.370375,Cod
12,5,2.322527473,Cod
13,5,2.342025316,Cod
14,5,2.487341772,Cod
15,5,2.522954545,Cod
16,5,2.376021505,Cod
17,5,2.081846154,Cod
18,5,2.125425532,Cod
19,5,1.923448276,Cod
20,5,2.102643678,Cod
21,5,2.055346535,Cod
22,5,2.132696629,Cod
23,5,2.035132743,Cod
24,5,2.099484536,Cod
25,5,2.081489362,Cod
26,5,2.23244186,Cod
27,5,2.38047619,Cod
28,5,2.415,Cod
29,5,2.475806452,Cod
30,5,2.346962025,Cod
31,5,2.387936508,Cod
32,5,2.41530303,Cod
33,5,2.377777778,Cod
34,5,2.445697674,Cod
35,5,2.362891566,Cod
36,5,2.168630137,Cod
37,5,2.3025,Cod
38,5,2.137425743,Cod
39,5,2.28606383,Cod
40,5,2.360444444,Cod
41,5,2.285546218,Cod
42,5,2.270530973,Cod
43,5,2.304606742,Cod
44,5,2.21984127,Cod
45,5,2.098,Cod
46,5,2.058962264,Cod
47,5,2.002148148,Cod
48,5,1.810714286,Cod
49,5,2.100841121,Cod
50,5,1.905737705,Cod
51,5,2.130151515,Cod
52,5,2.5335,Cod
0,6,2.46,Cod
1,6,2.062962963,Cod
2,6,2.105416667,Cod
3,6,1.426086957,Cod
4,6,1.764666667,Cod
5,6,1.788965517,Cod
6,6,1.523333333,Cod
7,6,1.86375,Cod
8,6,1.951363636,Cod
9,6,1.970526316,Cod
10,6,1.995454545,Cod
11,6,1.9792,Cod
12,6,1.816086957,Cod
13,6,2.038125,Cod
14,6,2.062857143,Cod
15,6,2.080666667,Cod
16,6,1.644516129,Cod
17,6,1.894782609,Cod
18,6,1.75,Cod
19,6,1.730909091,Cod
20,6,1.974736842,Cod
21,6,1.687666667,Cod
22,6,1.639655172,Cod
23,6,1.625,Cod
24,6,1.866666667,Cod
25,6,2.089545455,Cod
26,6,2.11,Cod
27,6,1.885294118,Cod
28,6,2.237619048,Cod
29,6,2.004583333,Cod
30,6,2.043125,Cod
31,6,2.127307692,Cod
32,6,2.1575,Cod
33,6,2.061666667,Cod
34,6,2.112857143,Cod
35,6,1.910384615,Cod
36,6,1.7512,Cod
37,6,1.843333333,Cod
38,6,1.811612903,Cod
39,6,1.885,Cod
40,6,2.065135135,Cod
41,6,1.766666667,Cod
42,6,1.951818182,Cod
43,6,2.046818182,Cod
44,6,1.8905,Cod
45,6,1.62375,Cod
46,6,1.589655172,Cod
47,6,1.6575,Cod
48,6,1.69137931,Cod
49,6,1.494166667,Cod
50,6,1.390909091,Cod
51,6,1.384,Cod
52,6,2.144,Cod
